169,31-05-2020,"26 C HARISH CHATERJEE
STREET , KALIGHAT,
KOLKATA",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
170,31-05-2020,"41/H/12/ Dr. Sudhir Basu
Road, Khidirpur, PS
Watganj,Ward no. 77 Kol-
23",77,9,Khidderpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
171,31-05-2020,"8 MAYURBHANJ ROAD,
Mominpore, Kolkata,
West Bengal",78,9,Khidderpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
172,31-05-2020,"8 MAYURBHANJ ROAD,
Mominpore, Kolkata,
West Bengal",78,9,Khidderpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
173,31-05-2020,"8 MAYURBHANJ ROAD,
Mominpore, Kolkata,
West Bengal",78,9,Khidderpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
174,31-05-2020,36 Block B New Alipore,81,10,New Alipore,"The affected
flat/the
standalone house",12
175,31-05-2020,36 Block B New Alipore,81,10,New Alipore,"The affected
flat/the
standalone house",12
176,31-05-2020,"42 Gobinda Banerjee
Lane, TOLLYGUNGE,
KOLKATA - 33",89,10,Tollygunge,"The affected
flat/the
standalone house",12
177,31-05-2020,"298 NSC BOSE ROAD,
KOLKATA",98,10,Netaji Nagar,"The affected
flat/the
standalone house",12
178,31-05-2020,"TALBAGAN PURBA
PUTIYARI P.S- REGENT
PARK 700093",114,11,Regent Park,"The affected
flat/the
standalone house",12
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
179,31-05-2020,"S 7 PANCHASAYAR
PANCHASAYAR
COOPERATIVE, 24
PARAGANAS SOUTH",109,12,Anandpur,"The affected
flat/the
standalone house",12
180,31-05-2020,6/C 293 Mukundapur,109,12,Mukundapur,"The affected
flat/the
standalone house",12
181,31-05-2020,"9 FAKIR PARA BEHALA,
KOLKATA",128,14,Parnasree,"The affected
flat/the
standalone house",12
182,31-05-2020,"142 BISHALAXMITALA
ROAD PARNASREE PALLY,
KOLKATA",132,14,"Parnasree
Pally","The affected
flat/the
standalone house",12
183,31-05-2020,"P-126/A/1 KHANSAMA
PARA, PS-METIABRUZ,
700024",135,15,Garden Reach,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
184,31-05-2020,"W 159 19AK ROAD
BARTALA RAJA BAGAN,
BEHALA PARA",139,15,Metiabruz,"The affected
flat/the
standalone house",12
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
185,31-05-2020,"KANTHAL BARIA ROAD
700018",140,15,Garden Reach,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
186,31-05-2020,"HARISH CHATERJEE
STREET , KALIGHAT,
KOLKATA",73,,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
187,31-05-2020,"HARISH CHATERJEE
STREET , KALIGHAT,
KOLKATA",73,,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
188,31-05-2020,"13H/8 PANDITAYA ROAD
KOLKATA WEST BENGAL",85,,"Pandititya
Road","Adjacent common
passage of
affected but
including toilet
and water source
of the slum",12
189,31-05-2020,"13 4 Jagannath GHOSH
RD KOLKATA 700042",91,,Dhakuria,"The affected
flat/the
standalone house",12
190,31-05-2020,"118A SELIMPUR Road
SELIMPUR 700031",92,,Selimpur,"The affected
flat/the
standalone house",12
191,31-05-2020,"27A MAHARAJA TAGORE
ROAD DHAKURIA
KOLKATA",92,,Dhakuria,"The affected
flat/the
standalone house",12
192,31-05-2020,"TWENTY ONE BY FOUR A
RUSSA ROAD SOUTH
THIRD LANE P S
JADAVPUR, KOLKATA",94,,Jadavpur,"The affected
flat/the
standalone house",12
193,31-05-2020,"1/67 Bijoygarh, Kolkata -
22",96,,Bijoygarh,"The affected
flat/the
standalone house",12
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
194,31-05-2020,"ANANDAPUR URBANA
TOWER6, KOLKATA",108,,Anandapur,"The affected
flat/the
standalone house",12
195,01-06-2020,"14 B SHIB SHANKAR
MULLICK ROAD
SHYAMPUKUR KOLKATA
700004",10,2,Shyampukur,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
196,01-06-2020,"II SHYAMBAZAR STREET
HATKHOLA 700005",9,2,Shyambazar,"The affected
flat/the
standalone house",11
197,01-06-2020,"RAMANANDA LANE
DARJIPARA KOLKATA
700006",17,2,Beadon Street,"The affected
flat/the
standalone house",11
198,01-06-2020,"2ND FLOOR FLAT-D
20/50A BIPLOBI BARIN
GHOSH SARANI 700067",32,3,Ultadanga,The flat itself,11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
199,01-06-2020,"BARWARI TOLLA ROAD P
S BELIAGHATA KOLKATA",34,3,Beleghata,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
200,01-06-2020,"RASHMANI BAZAR ROAD
KOLKATA",34,3,Beleghata,"The affected
flat/the
standalone house",11
201,01-06-2020,"4A H 21 RASMANI BAZER
ROAD KOLKATA",34,3,Beleghata,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
202,01-06-2020,"13A BISWAS NURSERY
LANE PHOOLBAGAN
KOLKATA",35,3,Beleghata,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
203,01-06-2020,"50,RAM TANU BOSE
LANE,BEADON
STREET,KOLKATA-700006",26,4,Girish Park,"The affected
flat/the
standalone house",11
204,01-06-2020,"1E Omda Raja Lane
KOLKATA",36,5,Beleghata,"The affected
flat/the
standalone house",11
205,01-06-2020,"59 PATUSTOLA LANE
KOLKATA",40,5,College Street,"The affected
flat/the
standalone house",11
206,01-06-2020,"88 PREAM CHAND BARAL
STREET 700012",48,5,Bowbazar,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
207,01-06-2020,"8/3 ABDUL HALIM LANE
KOLKATA KOLKATA",53,6,Taltala,"The affected
flat/the
standalone house",11
208,01-06-2020,"11B/5 PRABHURAM
SARKAR LANE KMC
TANGRA,KOLKATA-
700015",58,7,Tangra,"The affected
flat/the
standalone house",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
209,01-06-2020,"11B/5 PRABHURAM
SARKAR LANE KMC
TANGRA,KOLKATA-
700015",58,7,Tangra,"The affected
flat/the
standalone house",11
210,01-06-2020,"11B/5 PRABHURAM
SARKAR LANE KMC
TANGRA,KOLKATA-
700015",58,7,Tangra,"The affected
flat/the
standalone house",11
211,01-06-2020,"150 10 A KARAYA ROAD
CIRCUS AVENUE KARAYA
KOLKATA 700017",64,7,Karaya,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
212,01-06-2020,"105 3D KARAYA ROAD
CIRCUS AVENUE
KOLKATA KOLKATA",64,7,Karaya,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
213,01-06-2020,"15 1 B BROAD STREET
KOLKATA",65,7,Ballygunj,"The affected
flat/the
standalone house",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
214,01-06-2020,"15 1B BROAD STREET
KOLKATA",65,7,Ballygunj,"The affected
flat/the
standalone house",11
215,01-06-2020,"34 BRIGHT STREET,
CIRCUS
AVENUE,KOLKATA-
700017",65,7,Ballyganj,"The affected
flat/the
standalone house",11
216,01-06-2020,"3/4 DHARMATALA ROAD
PS: TILJALA West Bengal
KOLKATA 700039",67,7,Kasba,"The affected
flat/the
standalone house",11
217,01-06-2020,"53C BALLYGUNJE PLACE
KOLKATA",68,8,Ballyganj,"The affected
flat/the
standalone house",11
218,01-06-2020,"2 B BAKUL BAGAN ROAD
KOLKATA",72,8,Bhawanipore,"The affected
flat/the
standalone house",11
219,01-06-2020,"22A LANSDOWNE PLACE
KOLKATA",85,8,Lansdiwn,"The affected
flat/the
standalone house",11
220,01-06-2020,"22A LANSDOWN PLACE
KOLKATA KOLKATA",85,8,Lansdiwn,"The affected
flat/the
standalone house",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
221,01-06-2020,"22A LANSDOWNE PLACE
KOLKATA KOLKATA",85,8,Lansdiwn,"The affected
flat/the
standalone house",11
222,01-06-2020,"37B GARCHA ROAD
BALLYGUNGE KOLKATA",86,8,ballygaunj,"The affected
flat/the
standalone house",11
223,01-06-2020,"37 B GARCHA ROAD,
KOLKATA, 700019",86,8,ballygaunj,"The affected
flat/the
standalone house",11
224,01-06-2020,"355 KEYATALA RD
KOLKATA",86,8,"Rabindra
Sarobar","The affected
flat/the
standalone house",11
225,01-06-2020,"BOSEPUKUR ROAD
KASBA KOLKATA",67,9,Kasba,"The affected
flat/the
standalone house",11
226,01-06-2020,"24 Harish Chatterjee
STREET KOLKATA",73,9,Kalighat,"The affected
flat/the
standalone house",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
227,01-06-2020,"45 4 Harish Chatterjee
STREET KOLKATA",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
228,01-06-2020,"45 4 Harish Chatterjee
STREET KOLKATA",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
229,01-06-2020,"COMMAND HOSPITAL
KOLKATA",74,9,Alipore,"The affected
flat/the
standalone house",11
230,01-06-2020,"14 1D KAVITIRTHA
SARANI KOLKATA",75,9,Khidderpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
231,01-06-2020,65 CANAL RD KOLKATA,75,9,Hastings,"The affected
flat/the
standalone house",11
232,01-06-2020,"5 /2 VUKAILASH RD
KHIDIRPUR EKBALPUR
KOLKATA KOLKATA",78,9,Khidderpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",11
233,01-06-2020,"42 F BABUBAGAN LANE
DHAKURIA KOLKATA",92,10,Dhakuria,"The affected
flat/the
standalone house",11
234,01-06-2020,"FLAT 8 A SOUTH CITY
KOLKATA",93,10,"Prince Anwar
Shah",The flat itself,11
235,01-06-2020,"103/3 RAIPUR ROAD
KOLKATA",98,10,Raipur,"The affected
flat/the
standalone house",11
236,01-06-2020,"25 KENDUA MAIN ROAD
GARIA KOLKATA,
Current Address: 41/B/3
Gariahat Road, Kolkata
700031",110,11,Garia,"The affected
flat/the
standalone house",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
237,01-06-2020,"22A Laskar Hat Road
Kolkata 700019",107,12,Kasba,"The affected
flat/the
standalone house",11
238,01-06-2020,"360 PANCHASAYAR
PEERLESS HOSPITAL
KOLKATA",109,12,Panchyasayar,concerned unit,11
239,01-06-2020,"P 6 SENHATI COLONY
BEHALA KOLKATA",116,13,Behela,"The affected
flat/the
standalone house",11
240,01-06-2020,"Y288 KHALIDHARI ROAD
BARTALA NADIAL
KOLKATA",140,15,Metiabruz,"The affected
flat/the
standalone house",11
241,01-06-2020,"Z48 LENIN RD
Rajabagan, Kolkata, West
Bengal 700044",141,15,Rajabagan,"The affected
flat/the
standalone house",11
242,01-06-2020,"SANTOSH ROY ROAD
KOLKATA 700008",123,16,Barisha,"The affected
flat/the
standalone house",11
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
243,02-06-2020,"29 1 BT ROAD
BATALIN COMPANY
PO B T ROAD PS
KASHIPUR 24
PARAGANAS SOUTH
700002",1,1,Cossipur,"The affected
flat/the
standalone house",10
244,02-06-2020,"64 99 BELGACHIA
ROAD RENTAL HSH
ESTATE MILK COLONY
FLAT NO -A1 KOLKATA",3,1,Belgachhia,The flat itself,10
245,02-06-2020,"1/B Rani Dedendra Bala
Raod PAIKPARA
KOLKATA 700002",4,1,Paikpara,"The affected
flat/the
standalone house",10
246,02-06-2020,"HOSPITAL QUARTERS,
RGKAR MEDICAL
COLLEGE KOLKATA
700004",5,1,Shyambazar,"The affected
flat/the
standalone house",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
247,02-06-2020,"T-29 19/1 JHEEL ROAD
KOLKATA 700002",6,1,Cossipur,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
248,02-06-2020,"36A H 4 BIPLABI BARIN
GHOSH SARANI KOLKATA",14,3,Ultadanga,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
249,02-06-2020,"224 A MANICKTALA
MAIN RD PS
MANICKTALA
KOLKATA",30,3,Phoolbagan,"The affected
flat/the
standalone house",10
250,02-06-2020,"P-71 A CIT RD KOLKATA
KOLKATA 700054",31,3,Kankurgachi,"The affected
flat/the
standalone house",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
251,02-06-2020,"P-11 A CIT RD KOLKATA
KOLKATA 700054",31,3,Kankurgachi,"The affected
flat/the
standalone house",10
252,02-06-2020,"GHORE BIBI LANE
PHOOLBAGAN KOLKATA
700054",31,3,Phoolbagan,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
253,02-06-2020,"98/H/4 Narkeldanga
Main Road
PHOOLBAGAN KOLKATA",31,3,Phoolbagan,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
254,02-06-2020,"NURSES HOSTEL, AGHL
KOLKATA",31,3,Phholbagan,"The affected
flat/the
standalone house",10
255,02-06-2020,"16 RAMKANTA SEN LANE
KOLKATA Pin:700067",32,3,Ultadanga,"The affected
flat/the
standalone house",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
256,02-06-2020,ULTADANGA KOLKATA,32,3,Ultadanga,"The affected
flat/the
standalone house",10
257,02-06-2020,"31 B HEM CHANDRA
NASKAR ROAD
BELEGHATA KOLKATA
700010",34,3,Beleghata,"The affected
flat/the
standalone house",10
258,02-06-2020,"26 P K TAGORE
STREET KOLKATA
700006",24,4,Burrabazar,"The affected
flat/the
standalone house",10
259,02-06-2020,"82 A VIVEKANANDA
ROAD KOLKATA 700006",25,4,Girish Park,"The affected
flat/the
standalone house",10
260,02-06-2020,"82 A VIVEKANANDA
ROAD KOLKATA 700006",25,4,Girish Park,"The affected
flat/the
standalone house",10
261,02-06-2020,"12 TERITTA BAZAR
STREET C R AVENUE
KOLKATA
700073",43,5,Burrabazar,"The affected
flat/the
standalone house",10
262,02-06-2020,"39 4 ISMAIL STRET
ENTALLY KOLKATA
700014",54,6,Entally,"The affected
flat/the
standalone house",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
263,02-06-2020,"51 CANAL STREET
KOLKATA",55,6,Entally,"The affected
flat/the
standalone house",10
264,02-06-2020,"NRS HOSPITAL QTRS
ENTALLY KOLKATA
KOLKATA",55,6,Sealdaha,"The affected
flat/the
standalone house",10
265,02-06-2020,"67 D C dey Road
KOLKATA",58,7,Tangra,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
266,02-06-2020,"18/35 KUSTIAROAD
KOLKATA 700039",65,7,Picnic Garden,"The affected
flat/the
standalone house",10
267,02-06-2020,"13 TILJALA ROAD
KOLKATA",66,7,Tilajala,"The affected
flat/the
standalone house",10
268,02-06-2020,"25A SARAT BOSE RD
SINDHU APPARTMENT
FLAT 6A KOLKATA
700020",70,8,Bhawanipore,"The affected
flat/the
standalone house",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
269,02-06-2020,"136A SPM ROAD PO
TOLLYGUNG PS
TOLLYGUNG KOLKATA
700033",83,8,Tollyganj,"The affected
flat/the
standalone house",10
270,02-06-2020,"7 2 B DOVER LANE
GARIAHAT KOLKATA
700029",85,8,Gariahat,"The affected
flat/the
standalone house",10
271,02-06-2020,"51 2 GARCHA ROAD
KOLKATA",86,8,Ballyganj,"The affected
flat/the
standalone house",10
272,02-06-2020,"51/2 GARCHA ROAD
KOLKATA",86,8,Ballyganj,"The affected
flat/the
standalone house",10
273,02-06-2020,"5/2 GARCHA 1st LANE
KOLKATA 700019",86,8,Gariahat,"The affected
flat/the
standalone house",10
274,02-06-2020,"19B ALLENBY ROAD L
R SARANI CIRCUS
AVENUE KOLKATA
KOLKATA 700020",70,9,Bhawanipore,"The affected
flat/the
standalone house",10
275,02-06-2020,"247 AJC BOSE ROAD
PO ALIPUR PTS PS
HESTING KOLKATA
700027",71,9,PTS,"The concerned
building",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
276,02-06-2020,"247 AJC BOSE ROAD
PO ALIPORE PTS PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
277,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
278,02-06-2020,"247AJC BOSE ROAD
PO ALIPORE PTS PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
279,02-06-2020,"247 AJC BOSE ROAD PTS
PO ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",10
280,02-06-2020,"247 AJC BOSE ROAD
PO HESTING PS
ALIPUR PTS KOLKATA
700027",71,9,PTS,"The concerned
building",10
281,02-06-2020,"247 AJ BOSE ROAD PO
ALIPORE PTS PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
282,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
283,02-06-2020,"29 H C ST
KOLKATA
700026",71,9,PTS,"The concerned
building",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
284,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
285,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
286,02-06-2020,"23 H C ST
KOLKATA
700025",71,9,PTS,"The concerned
building",10
287,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
288,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
289,02-06-2020,"247AJC BOSE ROAD
PO HESTING PS
ALIPUR PTS KOLKATA
700027",71,9,PTS,"The concerned
building",10
290,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
291,02-06-2020,"247 AJC BOSE ROAD
KOLKATA 700027",71,9,PTS,"The concerned
building",10
292,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
293,02-06-2020,"247 AJC BOSE ROAD
PO ALIPORE PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
294,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
295,02-06-2020,"247 AJC BOSE ROAD
PO ALIPORE PTS PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
296,02-06-2020,"247 AJC BOSE ROAD
PO HESTING PS
ALIPUR PTS KOLKATA
700027",71,9,PTS,"The concerned
building",10
297,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
298,02-06-2020,"247 AJC BOSE ROAD
PS HESTINGS PO NEW
ALIPORE POLICE
TRAINING SCHOOL
KOLKATA 700027",71,9,PTS,"The concerned
building",10
299,02-06-2020,"247 AJC BOSE ROAD
PO ALIPORE PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
300,02-06-2020,"247AJC BOSE ROAD PO
ALIPORE PS HESTINGS
KOLKATA
700027",71,9,PTS,"The concerned
building",10
301,02-06-2020,"247AJC BOSE ROAD
PO HESTING PS
ALIPUR PTS KOLKATA
700027",71,9,PTS,"The concerned
building",10
302,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
303,02-06-2020,"247 AJC BOSE ROAD PTS
PO ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",10
304,02-06-2020,"247 AJC BOSE ROAD PTS
PO ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",10
305,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
306,02-06-2020,"247 AJC BOSE ROAD
PO ALIPORE PTS PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
307,02-06-2020,"247 AJC BOSE ROAD PTS
PO ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
308,02-06-2020,"10 NO GOKHALE ROAD
POLICE QUARTER
KOLKATA
700020",71,9,Gokhale Road,"The affected
flat/the
standalone house",10
309,02-06-2020,"247 AJC BOSE ROAD PTS
PO ALIPORE KOLKATA
700027",71,9,PTS,"The concerned
building",10
310,02-06-2020,"247 AJC BOSE ROAD
PO NEW ALIPORE PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
311,02-06-2020,"247 A J C BOSE ROAD PTS
PO PS ALIPUR 700027",71,9,PTS,"The concerned
building",10
312,02-06-2020,"247 AJC BOSE ROAD
PO ALIPORE PTS PS
HESTINGS KOLKATA
700027",71,9,PTS,"The concerned
building",10
313,02-06-2020,"26 H C ST KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
314,02-06-2020,"23 NO H C ST KOLKATA
700025",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
315,02-06-2020,"60 H C ST KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
316,02-06-2020,"23 NO H C ST KOLKATA
700025",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
317,02-06-2020,"61 1 HARISH CHATTERJEE
STREET KOLKATA",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
318,02-06-2020,"23 NO H C ST KOLKATA
700025",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
319,02-06-2020,"24 H C ST KOLKATA
700025",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
320,02-06-2020,"24 H C ST KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
321,02-06-2020,"28 HARISH CHATTERJEE
ST KOLKATA KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
322,02-06-2020,"28 HARISH CHATTERJEE
ROAD KOLKATA
KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
323,02-06-2020,"28 HARISH CHATTERJEE
ROAD KOLKATA
KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
324,02-06-2020,"60 H C ST
KOLKATA
700025",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
325,02-06-2020,"23 NO H C ST KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
326,02-06-2020,"24 H C ST
KOLKATA
700025",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
327,02-06-2020,"24 H C ST
KOLKATA
700026",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
328,02-06-2020,"23 H C ST
KOLKATA
700025",73,9,Kalighat,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
329,02-06-2020,"1 1 NATIONAL LIBRARY
AVENUE KOLKATA",74,9,Alipore,"The affected
flat/the
standalone house",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
330,02-06-2020,"6 HARISABHA STREET
KOLKATA 700023",77,9,Khidderpore,"The affected
flat/the
standalone house",10
331,02-06-2020,"72 DIAMOND HARBOUR
ROAD KOLKATA 700027",77,9,Ekbalpore,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",10
332,02-06-2020,"22A BROUNFELD ROW
EKBALPORE KOLKATA
700027",78,9,Ekbalpore,"The affected
flat/the
standalone house",10
333,02-06-2020,"77 GARDEN REACH ROAD
KOLKATA",80,9,Khidderpore,"The affected
flat/the
standalone house",10
334,02-06-2020,"KOPT QUARTERS
TARATALA KOLKATA
700088",80,9,Taratala,"The affected
flat/the
standalone house",10
335,02-06-2020,"B L GANGULY LANE
KOLKATA 700033",81,10,,"The affected
flat/the
standalone house",10
,,,,,,,
Sl No.,"Date of reporting
of the case",Address,Ward,Borough,Local area,Affected Zone,"DAYS SINCE
REPORTING"
336,02-06-2020,"GARFA PS KOLKATA
700078",104,11,Garfa,"The affected
flat/the
standalone house",10
337,02-06-2020,"16 NALA PUKUR ROAD,
PS-BEHALA, KOLKATA-
700035",116,13,Behala,"The affected
flat/the
standalone house",10
338,02-06-2020,"21 Arabinda Pally
BEHALA KOLKATA",129,14,Behala,"The affected
flat/the
standalone house",10
339,03-06-2020,"66 PAIKPARA 1st ROW
BELGACHIA TALA
KOLKATA Kolkata
KOLKATA 700037",4,1,Tala,"Adjacent common
passage of
affected but
including toilet
and water source
of the slum",9
